seqid	source	type	start	end	score	strand	phase	ID	Name	collected-by	culture-collection	gbkey	strain	type-material	gene_biotype	locus_tag	old_locus_tag	Parent	Ontology_term	go_function	go_process	product	protein_id	gene	go_component	anticodon	bound_moiety	regulatory_class	gene_synonym	partial	transl_except	rpt_family	rpt_unit_range	rpt_unit_seq
NZ_CP065640.1	RefSeq	gene	2769842	2770774	.	+	.	gene-I6G83_RS12925	pxpC			Gene			protein_coding	I6G83_RS12925	I6G83_12925							pxpC										
NZ_CP065640.1	Protein Homology	CDS	2769842	2770774	.	+	0	cds-WP_054305978.1	WP_054305978.1			CDS				I6G83_RS12925		gene-I6G83_RS12925	GO:0005975,GO:0006807,GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity|0017168||IEA	carbohydrate metabolic process|0005975||IEA,nitrogen compound metabolic process|0006807||IEA	5-oxoprolinase subunit PxpC	WP_054305978.1	pxpC										
NZ_CP065640.1	RefSeq	gene	2770764	2771501	.	+	.	gene-I6G83_RS12930	pxpA			Gene			protein_coding	I6G83_RS12930	I6G83_12930							pxpA										
NZ_CP065640.1	Protein Homology	CDS	2770764	2771501	.	+	0	cds-WP_054305979.1	WP_054305979.1			CDS				I6G83_RS12930		gene-I6G83_RS12930	GO:0005975,GO:0003824	catalytic activity|0003824||IEA	carbohydrate metabolic process|0005975||IEA	5-oxoprolinase subunit PxpA	WP_054305979.1	pxpA										
NZ_CP065640.1	RefSeq	gene	2771588	2772319	.	+	.	gene-I6G83_RS12935	I6G83_RS12935			Gene			protein_coding	I6G83_RS12935	I6G83_12935																	
NZ_CP065640.1	Protein Homology	CDS	2771588	2772319	.	+	0	cds-WP_015671347.1	WP_015671347.1			CDS				I6G83_RS12935		gene-I6G83_RS12935				DUF969 domain-containing protein	WP_015671347.1											
NZ_CP065640.1	RefSeq	gene	2772316	2773323	.	+	.	gene-I6G83_RS12940	I6G83_RS12940			Gene			protein_coding	I6G83_RS12940	I6G83_12940																	
NZ_CP065640.1	Protein Homology	CDS	2772316	2773323	.	+	0	cds-WP_054305980.1	WP_054305980.1			CDS				I6G83_RS12940		gene-I6G83_RS12940				DUF979 domain-containing protein	WP_054305980.1											
NZ_CP065640.1	RefSeq	gene	2773332	2773979	.	+	.	gene-I6G83_RS12945	pcp			Gene			protein_coding	I6G83_RS12945	I6G83_12945							pcp										
NZ_CP065640.1	Protein Homology	CDS	2773332	2773979	.	+	0	cds-WP_054305981.1	WP_054305981.1			CDS				I6G83_RS12945		gene-I6G83_RS12945	GO:0030163		protein catabolic process|0030163||IEA	pyroglutamyl-peptidase I	WP_054305981.1	pcp										
NZ_CP065640.1	RefSeq	gene	2774033	2774824	.	+	.	gene-I6G83_RS12950	nei			Gene			protein_coding	I6G83_RS12950	I6G83_12950							nei										
NZ_CP065640.1	Protein Homology	CDS	2774033	2774824	.	+	0	cds-WP_054305982.1	WP_054305982.1			CDS				I6G83_RS12950		gene-I6G83_RS12950	GO:0006281,GO:0000703,GO:0003677,GO:0008270,GO:0140078	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity|0000703||IEA,DNA binding|0003677||IEA,zinc ion binding|0008270||IEA,class I DNA-(apurinic or apyrimidinic site) endonuclease activity|0140078||IEA	DNA repair|0006281||IEA	endonuclease VIII	WP_054305982.1	nei										
NZ_CP065640.1	RefSeq	gene	2774892	2776178	.	-	.	gene-I6G83_RS12955	I6G83_RS12955			Gene			protein_coding	I6G83_RS12955	I6G83_12955																	
NZ_CP065640.1	Protein Homology	CDS	2774892	2776178	.	-	0	cds-WP_054305983.1	WP_054305983.1			CDS				I6G83_RS12955		gene-I6G83_RS12955	GO:0046912	acyltransferase activity%2C acyl groups converted into alkyl on transfer|0046912||IEA		citrate synthase	WP_054305983.1											
NZ_CP065640.1	RefSeq	gene	2776872	2777261	.	+	.	gene-I6G83_RS12960	sdhC			Gene			protein_coding	I6G83_RS12960	I6G83_12960							sdhC					cybA,dhsC					
NZ_CP065640.1	Protein Homology	CDS	2776872	2777261	.	+	0	cds-WP_054305984.1	WP_054305984.1			CDS				I6G83_RS12960		gene-I6G83_RS12960	GO:0006099,GO:0000104,GO:0009055,GO:0016020,GO:0045281	succinate dehydrogenase activity|0000104||IEA,electron transfer activity|0009055||IEA	tricarboxylic acid cycle|0006099||IEA	succinate dehydrogenase cytochrome b556 subunit	WP_054305984.1	sdhC	membrane|0016020||IEA,succinate dehydrogenase complex|0045281||IEA									
NZ_CP065640.1	RefSeq	gene	2777255	2777602	.	+	.	gene-I6G83_RS12965	sdhD			Gene			protein_coding	I6G83_RS12965	I6G83_12965							sdhD					cybS,dhsD					
NZ_CP065640.1	Protein Homology	CDS	2777255	2777602	.	+	0	cds-WP_015671353.1	WP_015671353.1			CDS				I6G83_RS12965		gene-I6G83_RS12965				succinate dehydrogenase membrane anchor subunit	WP_015671353.1	sdhD										
NZ_CP065640.1	RefSeq	gene	2777606	2779372	.	+	.	gene-I6G83_RS12970	sdhA			Gene			protein_coding	I6G83_RS12970	I6G83_12970							sdhA										
NZ_CP065640.1	Protein Homology	CDS	2777606	2779372	.	+	0	cds-WP_054305985.1	WP_054305985.1			CDS				I6G83_RS12970		gene-I6G83_RS12970	GO:0006099,GO:0022900,GO:0016627,GO:0050660	oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,flavin adenine dinucleotide binding|0050660||IEA	tricarboxylic acid cycle|0006099||IEA,electron transport chain|0022900||IEA	succinate dehydrogenase flavoprotein subunit	WP_054305985.1	sdhA										
NZ_CP065640.1	RefSeq	gene	2779390	2780106	.	+	.	gene-I6G83_RS12975	I6G83_RS12975			Gene			protein_coding	I6G83_RS12975	I6G83_12975																	
NZ_CP065640.1	Protein Homology	CDS	2779390	2780106	.	+	0	cds-WP_015671355.1	WP_015671355.1			CDS				I6G83_RS12975		gene-I6G83_RS12975	GO:0008177,GO:0046872	succinate dehydrogenase (ubiquinone) activity|0008177||IEA,metal ion binding|0046872||IEA		succinate dehydrogenase iron-sulfur subunit	WP_015671355.1											
NZ_CP065640.1	RefSeq	gene	2780389	2783196	.	+	.	gene-I6G83_RS12980	sucA			Gene			protein_coding	I6G83_RS12980	I6G83_12980							sucA										
NZ_CP065640.1	Protein Homology	CDS	2780389	2783196	.	+	0	cds-WP_054305986.1	WP_054305986.1			CDS				I6G83_RS12980		gene-I6G83_RS12980	GO:0006099,GO:0006554,GO:0006568,GO:0004591,GO:0045252	oxoglutarate dehydrogenase (succinyl-transferring) activity|0004591||IEA	tricarboxylic acid cycle|0006099||IEA,lysine catabolic process|0006554||IEA,tryptophan metabolic process|0006568||IEA	2-oxoglutarate dehydrogenase E1 component	WP_054305986.1	sucA	oxoglutarate dehydrogenase complex|0045252||IEA									
NZ_CP065640.1	RefSeq	gene	2783216	2784430	.	+	.	gene-I6G83_RS12985	odhB			Gene			protein_coding	I6G83_RS12985	I6G83_12985							odhB										
NZ_CP065640.1	Protein Homology	CDS	2783216	2784430	.	+	0	cds-WP_015671357.1	WP_015671357.1			CDS				I6G83_RS12985		gene-I6G83_RS12985	GO:0006099,GO:0004149,GO:0045252	dihydrolipoyllysine-residue succinyltransferase activity|0004149||IEA	tricarboxylic acid cycle|0006099||IEA	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	WP_015671357.1	odhB	oxoglutarate dehydrogenase complex|0045252||IEA									
NZ_CP065640.1	RefSeq	gene	2784550	2785716	.	+	.	gene-I6G83_RS12990	sucC			Gene			protein_coding	I6G83_RS12990	I6G83_12990							sucC										
NZ_CP065640.1	Protein Homology	CDS	2784550	2785716	.	+	0	cds-WP_054305987.1	WP_054305987.1			CDS				I6G83_RS12990		gene-I6G83_RS12990	GO:0006099,GO:0003824,GO:0005524,GO:0046872	catalytic activity|0003824||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA	tricarboxylic acid cycle|0006099||IEA	ADP-forming succinate--CoA ligase subunit beta	WP_054305987.1	sucC										
NZ_CP065640.1	RefSeq	gene	2785716	2786588	.	+	.	gene-I6G83_RS12995	sucD			Gene			protein_coding	I6G83_RS12995	I6G83_12995							sucD										
NZ_CP065640.1	Protein Homology	CDS	2785716	2786588	.	+	0	cds-WP_015671359.1	WP_015671359.1			CDS				I6G83_RS12995		gene-I6G83_RS12995	GO:0003824	catalytic activity|0003824||IEA		succinate--CoA ligase subunit alpha	WP_015671359.1	sucD										
NZ_CP065640.1	RefSeq	gene	2787259	2788827	.	+	.	gene-I6G83_RS13000	cydA			Gene			protein_coding	I6G83_RS13000	I6G83_13000							cydA										
NZ_CP065640.1	Protein Homology	CDS	2787259	2788827	.	+	0	cds-WP_015671360.1	WP_015671360.1			CDS				I6G83_RS13000		gene-I6G83_RS13000	GO:0019646,GO:0009055,GO:0070069	electron transfer activity|0009055||IEA	aerobic electron transport chain|0019646||IEA	cytochrome ubiquinol oxidase subunit I	WP_015671360.1	cydA	cytochrome complex|0070069||IEA									
NZ_CP065640.1	RefSeq	gene	2788842	2789981	.	+	.	gene-I6G83_RS13005	cydB			Gene			protein_coding	I6G83_RS13005	I6G83_13005							cydB										
NZ_CP065640.1	Protein Homology	CDS	2788842	2789981	.	+	0	cds-WP_054305988.1	WP_054305988.1			CDS				I6G83_RS13005		gene-I6G83_RS13005	GO:0016020			cytochrome d ubiquinol oxidase subunit II	WP_054305988.1	cydB	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	2789999	2790112	.	+	.	gene-I6G83_RS13010	cydX			Gene			protein_coding	I6G83_RS13010	I6G83_13010							cydX										
NZ_CP065640.1	Protein Homology	CDS	2789999	2790112	.	+	0	cds-WP_015671362.1	WP_015671362.1			CDS				I6G83_RS13010		gene-I6G83_RS13010	GO:0016682	oxidoreductase activity%2C acting on diphenols and related substances as donors%2C oxygen as acceptor|0016682||IEA		cytochrome bd-I oxidase subunit CydX	WP_015671362.1	cydX										
NZ_CP065640.1	RefSeq	gene	2790109	2790405	.	+	.	gene-I6G83_RS13015	ybgE			Gene			protein_coding	I6G83_RS13015	I6G83_13015							ybgE										
NZ_CP065640.1	Protein Homology	CDS	2790109	2790405	.	+	0	cds-WP_099050046.1	WP_099050046.1			CDS				I6G83_RS13015		gene-I6G83_RS13015				cyd operon protein YbgE	WP_099050046.1	ybgE										
NZ_CP065640.1	RefSeq	gene	2790536	2790940	.	+	.	gene-I6G83_RS13020	ybgC			Gene			protein_coding	I6G83_RS13020	I6G83_13020							ybgC										
NZ_CP065640.1	Protein Homology	CDS	2790536	2790940	.	+	0	cds-WP_041412013.1	WP_041412013.1			CDS				I6G83_RS13020		gene-I6G83_RS13020				tol-pal system-associated acyl-CoA thioesterase	WP_041412013.1	ybgC										
NZ_CP065640.1	RefSeq	gene	2790937	2791620	.	+	.	gene-I6G83_RS13025	tolQ			Gene			protein_coding	I6G83_RS13025	I6G83_13025							tolQ										
NZ_CP065640.1	Protein Homology	CDS	2790937	2791620	.	+	0	cds-WP_015671365.1	WP_015671365.1			CDS				I6G83_RS13025		gene-I6G83_RS13025				Tol-Pal system protein TolQ	WP_015671365.1	tolQ										
NZ_CP065640.1	RefSeq	gene	2791633	2792061	.	+	.	gene-I6G83_RS13030	tolR			Gene			protein_coding	I6G83_RS13030	I6G83_13030							tolR										
NZ_CP065640.1	Protein Homology	CDS	2791633	2792061	.	+	0	cds-WP_015671366.1	WP_015671366.1			CDS				I6G83_RS13030		gene-I6G83_RS13030				colicin uptake protein TolR	WP_015671366.1	tolR										
NZ_CP065640.1	RefSeq	gene	2792140	2793270	.	+	.	gene-I6G83_RS13035	tolA			Gene			protein_coding	I6G83_RS13035	I6G83_13035							tolA										
NZ_CP065640.1	Protein Homology	CDS	2792140	2793270	.	+	0	cds-WP_015671367.1	WP_015671367.1			CDS				I6G83_RS13035		gene-I6G83_RS13035	GO:0043213,GO:0019534,GO:0016020	toxin transmembrane transporter activity|0019534||IEA	bacteriocin transport|0043213||IEA	cell envelope integrity protein TolA	WP_015671367.1	tolA	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	2793403	2794695	.	+	.	gene-I6G83_RS13040	tolB			Gene			protein_coding	I6G83_RS13040	I6G83_13040							tolB										
NZ_CP065640.1	Protein Homology	CDS	2793403	2794695	.	+	0	cds-WP_015671368.1	WP_015671368.1			CDS				I6G83_RS13040		gene-I6G83_RS13040	GO:0006810,GO:0005215,GO:0030288	transporter activity|0005215||IEA	transport|0006810||IEA	Tol-Pal system beta propeller repeat protein TolB	WP_015671368.1	tolB	outer membrane-bounded periplasmic space|0030288||IEA									
NZ_CP065640.1	RefSeq	gene	2794740	2795255	.	+	.	gene-I6G83_RS13045	pal			Gene			protein_coding	I6G83_RS13045	I6G83_13045							pal										
NZ_CP065640.1	Protein Homology	CDS	2794740	2795255	.	+	0	cds-WP_015671369.1	WP_015671369.1			CDS				I6G83_RS13045		gene-I6G83_RS13045				peptidoglycan-associated lipoprotein Pal	WP_015671369.1	pal										
NZ_CP065640.1	RefSeq	gene	2795265	2796035	.	+	.	gene-I6G83_RS13050	cpoB			Gene			protein_coding	I6G83_RS13050	I6G83_13050							cpoB										
NZ_CP065640.1	Protein Homology	CDS	2795265	2796035	.	+	0	cds-WP_054305989.1	WP_054305989.1			CDS				I6G83_RS13050		gene-I6G83_RS13050	GO:0051301,GO:0070206,GO:0005515	protein binding|0005515||IEA	cell division|0051301||IEA,protein trimerization|0070206||IEA	cell division protein CpoB	WP_054305989.1	cpoB										
NZ_CP065640.1	RefSeq	gene	2796214	2796289	.	+	.	gene-I6G83_RS13055	I6G83_RS13055			Gene			tRNA	I6G83_RS13055	I6G83_13055																	
NZ_CP065640.1	tRNAscan-SE	tRNA	2796214	2796289	.	+	.	rna-I6G83_RS13055				tRNA				I6G83_RS13055		gene-I6G83_RS13055				tRNA-Lys				(pos:2796247..2796249)								
NZ_CP065640.1	tRNAscan-SE	exon	2796214	2796289	.	+	.	exon-I6G83_RS13055-1				tRNA				I6G83_RS13055		rna-I6G83_RS13055				tRNA-Lys				(pos:2796247..2796249)								
NZ_CP065640.1	RefSeq	gene	2796323	2796398	.	+	.	gene-I6G83_RS13060	I6G83_RS13060			Gene			tRNA	I6G83_RS13060	I6G83_13060																	
NZ_CP065640.1	tRNAscan-SE	tRNA	2796323	2796398	.	+	.	rna-I6G83_RS13060				tRNA				I6G83_RS13060		gene-I6G83_RS13060				tRNA-Val				(pos:2796356..2796358)								
NZ_CP065640.1	tRNAscan-SE	exon	2796323	2796398	.	+	.	exon-I6G83_RS13060-1				tRNA				I6G83_RS13060		rna-I6G83_RS13060				tRNA-Val				(pos:2796356..2796358)								
NZ_CP065640.1	RefSeq	gene	2796403	2796478	.	+	.	gene-I6G83_RS13065	I6G83_RS13065			Gene			tRNA	I6G83_RS13065	I6G83_13065																	
NZ_CP065640.1	tRNAscan-SE	tRNA	2796403	2796478	.	+	.	rna-I6G83_RS13065				tRNA				I6G83_RS13065		gene-I6G83_RS13065				tRNA-Lys				(pos:2796436..2796438)								
NZ_CP065640.1	tRNAscan-SE	exon	2796403	2796478	.	+	.	exon-I6G83_RS13065-1				tRNA				I6G83_RS13065		rna-I6G83_RS13065				tRNA-Lys				(pos:2796436..2796438)								
NZ_CP065640.1	RefSeq	gene	2796496	2796616	.	+	.	gene-I6G83_RS13070	I6G83_RS13070			Gene			ncRNA	I6G83_RS13070	I6G83_13070																	
NZ_CP065640.1	cmsearch	ncRNA	2796496	2796616	.	+	.	rna-I6G83_RS13070				ncRNA				I6G83_RS13070		gene-I6G83_RS13070				RtT sRNA												
NZ_CP065640.1	cmsearch	exon	2796496	2796616	.	+	.	exon-I6G83_RS13070-1				ncRNA				I6G83_RS13070		rna-I6G83_RS13070				RtT sRNA												
NZ_CP065640.1	RefSeq	gene	2796686	2796761	.	+	.	gene-I6G83_RS13075	I6G83_RS13075			Gene			tRNA	I6G83_RS13075	I6G83_13075																	
NZ_CP065640.1	tRNAscan-SE	tRNA	2796686	2796761	.	+	.	rna-I6G83_RS13075				tRNA				I6G83_RS13075		gene-I6G83_RS13075				tRNA-Lys				(pos:2796719..2796721)								
NZ_CP065640.1	tRNAscan-SE	exon	2796686	2796761	.	+	.	exon-I6G83_RS13075-1				tRNA				I6G83_RS13075		rna-I6G83_RS13075				tRNA-Lys				(pos:2796719..2796721)								
NZ_CP065640.1	RefSeq	gene	2796831	2796906	.	+	.	gene-I6G83_RS13080	I6G83_RS13080			Gene			tRNA	I6G83_RS13080	I6G83_13080																	
NZ_CP065640.1	tRNAscan-SE	tRNA	2796831	2796906	.	+	.	rna-I6G83_RS13080				tRNA				I6G83_RS13080		gene-I6G83_RS13080				tRNA-Lys				(pos:2796864..2796866)								
NZ_CP065640.1	tRNAscan-SE	exon	2796831	2796906	.	+	.	exon-I6G83_RS13080-1				tRNA				I6G83_RS13080		rna-I6G83_RS13080				tRNA-Lys				(pos:2796864..2796866)								
NZ_CP065640.1	RefSeq	gene	2796954	2797078	.	+	.	gene-I6G83_RS13085	I6G83_RS13085			Gene			ncRNA	I6G83_RS13085	I6G83_13085																	
NZ_CP065640.1	cmsearch	ncRNA	2796954	2797078	.	+	.	rna-I6G83_RS13085				ncRNA				I6G83_RS13085		gene-I6G83_RS13085				RtT sRNA												
NZ_CP065640.1	cmsearch	exon	2796954	2797078	.	+	.	exon-I6G83_RS13085-1				ncRNA				I6G83_RS13085		rna-I6G83_RS13085				RtT sRNA												
NZ_CP065640.1	RefSeq	gene	2797810	2798979	.	+	.	gene-I6G83_RS13090	I6G83_RS13090			Gene			protein_coding	I6G83_RS13090	I6G83_13090																	
NZ_CP065640.1	Protein Homology	CDS	2797810	2798979	.	+	0	cds-WP_054307088.1	WP_054307088.1			CDS				I6G83_RS13090		gene-I6G83_RS13090	GO:0045735	nutrient reservoir activity|0045735||IEA		cupin domain-containing protein	WP_054307088.1											
NZ_CP065640.1	RefSeq	gene	2799213	2800274	.	+	.	gene-I6G83_RS13095	nadA			Gene			protein_coding	I6G83_RS13095	I6G83_13095							nadA										
NZ_CP065640.1	Protein Homology	CDS	2799213	2800274	.	+	0	cds-WP_054307087.1	WP_054307087.1			CDS				I6G83_RS13095		gene-I6G83_RS13095	GO:0009435,GO:0008987,GO:0051539	quinolinate synthetase A activity|0008987||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA	NAD biosynthetic process|0009435||IEA	quinolinate synthase NadA	WP_054307087.1	nadA										
NZ_CP065640.1	RefSeq	gene	2800301	2801026	.	+	.	gene-I6G83_RS13100	pnuC			Gene			protein_coding	I6G83_RS13100	I6G83_13100							pnuC										
NZ_CP065640.1	Protein Homology	CDS	2800301	2801026	.	+	0	cds-WP_054307086.1	WP_054307086.1			CDS				I6G83_RS13100		gene-I6G83_RS13100	GO:0015890,GO:0015663,GO:0016020	nicotinamide mononucleotide transmembrane transporter activity|0015663||IEA	nicotinamide mononucleotide transport|0015890||IEA	nicotinamide riboside transporter PnuC	WP_054307086.1	pnuC	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	2801064	2802020	.	-	.	gene-I6G83_RS13105	zitB			Gene			protein_coding	I6G83_RS13105	I6G83_13105							zitB										
NZ_CP065640.1	Protein Homology	CDS	2801064	2802020	.	-	0	cds-WP_054307085.1	WP_054307085.1			CDS				I6G83_RS13105		gene-I6G83_RS13105	GO:0006829,GO:0055085,GO:0005385,GO:0016020	zinc ion transmembrane transporter activity|0005385||IEA	zinc ion transport|0006829||IEA,transmembrane transport|0055085||IEA	CDF family zinc transporter ZitB	WP_054307085.1	zitB	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	2802047	2805220	.	-	.	gene-I6G83_RS13110	I6G83_RS13110			Gene			protein_coding	I6G83_RS13110	I6G83_13110																	
NZ_CP065640.1	Protein Homology	CDS	2802047	2805220	.	-	0	cds-WP_054307084.1	WP_054307084.1			CDS				I6G83_RS13110		gene-I6G83_RS13110				transporter substrate-binding domain-containing protein	WP_054307084.1											
NZ_CP065640.1	RefSeq	gene	2805217	2805816	.	-	.	gene-I6G83_RS13115	I6G83_RS13115			Gene			protein_coding	I6G83_RS13115	I6G83_13115																	
NZ_CP065640.1	Protein Homology	CDS	2805217	2805816	.	-	0	cds-WP_054307083.1	WP_054307083.1			CDS				I6G83_RS13115		gene-I6G83_RS13115	GO:0000160,GO:0006355,GO:0003677	DNA binding|0003677||IEA	phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA	response regulator transcription factor	WP_054307083.1											
NZ_CP065640.1	RefSeq	gene	2806027	2807082	.	+	.	gene-I6G83_RS13120	aroG			Gene			protein_coding	I6G83_RS13120	I6G83_13120							aroG										
NZ_CP065640.1	Protein Homology	CDS	2806027	2807082	.	+	0	cds-WP_054307082.1	WP_054307082.1			CDS				I6G83_RS13120		gene-I6G83_RS13120				3-deoxy-7-phosphoheptulonate synthase AroG	WP_054307082.1	aroG										
NZ_CP065640.1	RefSeq	gene	2807151	2807903	.	-	.	gene-I6G83_RS13125	gpmA			Gene			protein_coding	I6G83_RS13125	I6G83_13125							gpmA										
NZ_CP065640.1	Protein Homology	CDS	2807151	2807903	.	-	0	cds-WP_015671378.1	WP_015671378.1			CDS				I6G83_RS13125		gene-I6G83_RS13125	GO:0006096,GO:0004619	phosphoglycerate mutase activity|0004619||IEA	glycolytic process|0006096||IEA	2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase	WP_015671378.1	gpmA										
NZ_CP065640.1	RefSeq	gene	2808114	2808458	.	-	.	gene-I6G83_RS13130	I6G83_RS13130			Gene			protein_coding	I6G83_RS13130	I6G83_13130																	
NZ_CP065640.1	Protein Homology	CDS	2808114	2808458	.	-	0	cds-WP_054307081.1	WP_054307081.1			CDS				I6G83_RS13130		gene-I6G83_RS13130				PsiF family protein	WP_054307081.1											
NZ_CP065640.1	RefSeq	gene	2808641	2809687	.	-	.	gene-I6G83_RS13135	galM			Gene			protein_coding	I6G83_RS13135	I6G83_13135							galM										
NZ_CP065640.1	Protein Homology	CDS	2808641	2809687	.	-	0	cds-WP_054307080.1	WP_054307080.1			CDS				I6G83_RS13135		gene-I6G83_RS13135	GO:0006012,GO:0004034	aldose 1-epimerase activity|0004034||IEA	galactose metabolic process|0006012||IEA	galactose-1-epimerase	WP_054307080.1	galM										
NZ_CP065640.1	RefSeq	gene	2809681	2810832	.	-	.	gene-I6G83_RS13140	galK			Gene			protein_coding	I6G83_RS13140	I6G83_13140							galK										
NZ_CP065640.1	Protein Homology	CDS	2809681	2810832	.	-	0	cds-WP_054307079.1	WP_054307079.1			CDS				I6G83_RS13140		gene-I6G83_RS13140	GO:0006012,GO:0046835,GO:0004335,GO:0005524	galactokinase activity|0004335||IEA,ATP binding|0005524||IEA	galactose metabolic process|0006012||IEA,carbohydrate phosphorylation|0046835||IEA	galactokinase	WP_054307079.1	galK										
NZ_CP065640.1	RefSeq	gene	2810832	2811881	.	-	.	gene-I6G83_RS13145	galT			Gene			protein_coding	I6G83_RS13145	I6G83_13145							galT										
NZ_CP065640.1	Protein Homology	CDS	2810832	2811881	.	-	0	cds-WP_054307078.1	WP_054307078.1			CDS				I6G83_RS13145		gene-I6G83_RS13145	GO:0006012,GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity|0008108||IEA	galactose metabolic process|0006012||IEA	galactose-1-phosphate uridylyltransferase	WP_054307078.1	galT										
NZ_CP065640.1	RefSeq	gene	2812166	2812987	.	-	.	gene-I6G83_RS13150	I6G83_RS13150			Gene			protein_coding	I6G83_RS13150	I6G83_13150																	
NZ_CP065640.1	Protein Homology	CDS	2812166	2812987	.	-	0	cds-WP_054307077.1	WP_054307077.1			CDS				I6G83_RS13150		gene-I6G83_RS13150	GO:0071586,GO:0004222,GO:0016020	metalloendopeptidase activity|0004222||IEA	CAAX-box protein processing|0071586||IEA	CPBP family intramembrane glutamic endopeptidase	WP_054307077.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	2813200	2814672	.	-	.	gene-I6G83_RS13155	modF			Gene			protein_coding	I6G83_RS13155	I6G83_13155							modF										
NZ_CP065640.1	Protein Homology	CDS	2813200	2814672	.	-	0	cds-WP_054307076.1	WP_054307076.1			CDS				I6G83_RS13155		gene-I6G83_RS13155	GO:0005524	ATP binding|0005524||IEA		molybdate ABC transporter ATP-binding protein ModF	WP_054307076.1	modF										
NZ_CP065640.1	RefSeq	gene	2814763	2815554	.	-	.	gene-I6G83_RS13160	modE			Gene			protein_coding	I6G83_RS13160	I6G83_13160							modE										
NZ_CP065640.1	Protein Homology	CDS	2814763	2815554	.	-	0	cds-WP_054307075.1	WP_054307075.1			CDS				I6G83_RS13160		gene-I6G83_RS13160	GO:0006355,GO:0015689,GO:0003700,GO:0030151	DNA-binding transcription factor activity|0003700||IEA,molybdenum ion binding|0030151||IEA	regulation of DNA-templated transcription|0006355||IEA,molybdate ion transport|0015689||IEA	molybdenum-dependent transcriptional regulator	WP_054307075.1	modE										
NZ_CP065640.1	RefSeq	gene	2815878	2816021	.	+	.	gene-I6G83_RS13165	I6G83_RS13165			Gene			protein_coding	I6G83_RS13165	I6G83_13165																	
NZ_CP065640.1	Protein Homology	CDS	2815878	2816021	.	+	0	cds-WP_071889351.1	WP_071889351.1			CDS				I6G83_RS13165		gene-I6G83_RS13165	GO:1990961,GO:0042910,GO:0005886	xenobiotic transmembrane transporter activity|0042910||IEA	xenobiotic detoxification by transmembrane export across the plasma membrane|1990961||IEA	AcrZ family multidrug efflux pump-associated protein	WP_071889351.1		plasma membrane|0005886||IEA									
NZ_CP065640.1	RefSeq	gene	2816209	2816982	.	+	.	gene-I6G83_RS13170	modA			Gene			protein_coding	I6G83_RS13170	I6G83_13170							modA										
NZ_CP065640.1	Protein Homology	CDS	2816209	2816982	.	+	0	cds-WP_054307074.1	WP_054307074.1			CDS				I6G83_RS13170		gene-I6G83_RS13170	GO:0015689		molybdate ion transport|0015689||IEA	molybdate ABC transporter substrate-binding protein	WP_054307074.1	modA										
NZ_CP065640.1	RefSeq	gene	2816979	2817674	.	+	.	gene-I6G83_RS13175	modB			Gene			protein_coding	I6G83_RS13175	I6G83_13175							modB										
NZ_CP065640.1	Protein Homology	CDS	2816979	2817674	.	+	0	cds-WP_054307073.1	WP_054307073.1			CDS				I6G83_RS13175		gene-I6G83_RS13175	GO:0015689,GO:0015098,GO:0016020	molybdate ion transmembrane transporter activity|0015098||IEA	molybdate ion transport|0015689||IEA	molybdate ABC transporter permease subunit	WP_054307073.1	modB	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	2817668	2818735	.	+	.	gene-I6G83_RS13180	modC			Gene			protein_coding	I6G83_RS13180	I6G83_13180							modC										
NZ_CP065640.1	Protein Homology	CDS	2817668	2818735	.	+	0	cds-WP_054307072.1	WP_054307072.1			CDS				I6G83_RS13180		gene-I6G83_RS13180	GO:0015689,GO:0005524,GO:0015098,GO:0016020	ATP binding|0005524||IEA,molybdate ion transmembrane transporter activity|0015098||IEA	molybdate ion transport|0015689||IEA	molybdenum ABC transporter ATP-binding protein ModC	WP_054307072.1	modC	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	2818768	2819589	.	-	.	gene-I6G83_RS13185	I6G83_RS13185			Gene			protein_coding	I6G83_RS13185	I6G83_13185																	
NZ_CP065640.1	Protein Homology	CDS	2818768	2819589	.	-	0	cds-WP_054307071.1	WP_054307071.1			CDS				I6G83_RS13185		gene-I6G83_RS13185	GO:0016787	hydrolase activity|0016787||IEA		pyridoxal phosphatase	WP_054307071.1											
NZ_CP065640.1	RefSeq	gene	2819764	2820756	.	+	.	gene-I6G83_RS13190	pgl			Gene			protein_coding	I6G83_RS13190	I6G83_13190							pgl										
